#--- Experiment --------------------------------------------------------------------------
#Ostracods-trial5-newbox-14Nov
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#AHALVONIK-PC
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-PRO [A] FSPRO-4 SN:24100008 UiD:2411E50859672118 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - Oxygen Sensor - SC7-523-205 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	External Temperature Sensor	20.000000	2	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	11/14/2025	12/31/2000	20.987	52.300	0.804000	0.095680	4000	-0.081700	0.969000	0.584349	0.000000	-0.000006	0.000000	0.000000	fixed f	1010.167	26.642	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	Oxygen (µmol/L) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A Ch.1 CompP]	Time [A Ch.1 CompP]	 dt (s) [A Ch.1 CompP]	Pressure (mbar) [A Ch.1 CompP]	Status [A Ch.1 CompP]
14-11-2025	18:46:07.279	4.367	179.031	23.115	288	0	OK	14-11-2025	18:46:07.279	4.367	25.978	OK	14-11-2025	18:46:07.279	4.367	1011	OK
14-11-2025	18:46:12.276	9.365	178.762	23.132	288	0	OK	14-11-2025	18:46:12.276	9.365	25.977	OK	14-11-2025	18:46:12.276	9.365	1011	OK
14-11-2025	18:46:17.270	14.359	178.465	23.151	288	0	OK	14-11-2025	18:46:17.270	14.359	25.975	OK	14-11-2025	18:46:17.270	14.359	1011	OK
14-11-2025	18:46:22.296	19.385	178.231	23.165	288	0	OK	14-11-2025	18:46:22.296	19.385	25.977	OK	14-11-2025	18:46:22.296	19.385	1011	OK
14-11-2025	18:46:27.270	24.359	177.774	23.193	289	0	OK	14-11-2025	18:46:27.270	24.359	25.979	OK	14-11-2025	18:46:27.270	24.359	1011	OK
14-11-2025	18:46:32.282	29.371	177.459	23.213	289	0	OK	14-11-2025	18:46:32.282	29.371	25.978	OK	14-11-2025	18:46:32.282	29.371	1011	OK
14-11-2025	18:46:37.307	34.396	177.042	23.240	289	0	OK	14-11-2025	18:46:37.307	34.396	25.975	OK	14-11-2025	18:46:37.307	34.396	1011	OK
14-11-2025	18:46:42.285	39.374	176.928	23.246	290	0	OK	14-11-2025	18:46:42.285	39.374	25.979	OK	14-11-2025	18:46:42.285	39.374	1011	OK
14-11-2025	18:46:47.276	44.365	176.719	23.260	290	0	OK	14-11-2025	18:46:47.276	44.365	25.976	OK	14-11-2025	18:46:47.276	44.365	1011	OK
14-11-2025	18:46:52.269	49.358	176.343	23.284	290	0	OK	14-11-2025	18:46:52.269	49.358	25.975	OK	14-11-2025	18:46:52.269	49.358	1011	OK
14-11-2025	18:46:57.272	54.360	176.008	23.304	291	0	OK	14-11-2025	18:46:57.272	54.360	25.979	OK	14-11-2025	18:46:57.272	54.360	1011	OK
14-11-2025	18:47:02.285	59.373	175.819	23.316	291	0	OK	14-11-2025	18:47:02.285	59.373	25.979	OK	14-11-2025	18:47:02.285	59.373	1011	OK
14-11-2025	18:47:07.272	64.361	175.460	23.339	291	0	OK	14-11-2025	18:47:07.272	64.361	25.978	OK	14-11-2025	18:47:07.272	64.361	1011	OK
14-11-2025	18:47:12.275	69.364	175.408	23.342	291	0	OK	14-11-2025	18:47:12.275	69.364	25.979	OK	14-11-2025	18:47:12.275	69.364	1011	OK
14-11-2025	18:47:17.274	74.363	175.168	23.359	292	-1	OK	14-11-2025	18:47:17.274	74.363	25.973	OK	14-11-2025	18:47:17.274	74.363	1011	OK
