#--- Experiment --------------------------------------------------------------------------
#Ostracods-trial3-newbox-12Nov
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#AHALVONIK-PC
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-PRO [A] FSPRO-4 SN:24100008 UiD:2411E50859672118 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.4] - Oxygen Sensor - SC7-523-205 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	External Temperature Sensor	20.000000	2	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	11/12/2025	12/31/2000	20.189	52.300	0.804000	0.095680	4000	-0.081700	0.969000	0.584349	0.000000	-0.000006	0.000000	0.000000	fixed f	1010.567	26.445	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.4 Main]	Time [A Ch.4 Main]	 dt (s) [A Ch.4 Main]	Oxygen (µmol/L) [A Ch.4 Main]	dphi (°) [A Ch.4 Main]	Signal Intensity (mV) [A Ch.4 Main]	Ambient Light (mV) [A Ch.4 Main]	Status [A Ch.4 Main]	Date [A Ch.4 CompT]	Time [A Ch.4 CompT]	 dt (s) [A Ch.4 CompT]	Sample Temp. (°C) [A Ch.4 CompT]	Status [A Ch.4 CompT]	Date [A Ch.4 CompP]	Time [A Ch.4 CompP]	 dt (s) [A Ch.4 CompP]	Pressure (mbar) [A Ch.4 CompP]	Status [A Ch.4 CompP]
12-11-2025	19:13:07.191	4.834	187.523	21.622	306	-1	OK	12-11-2025	19:13:07.191	4.834	26.496	OK	12-11-2025	19:13:07.191	4.834	1011	OK
12-11-2025	19:13:12.192	9.836	187.564	21.621	306	0	OK	12-11-2025	19:13:12.192	9.836	26.491	OK	12-11-2025	19:13:12.192	9.836	1011	OK
12-11-2025	19:13:17.192	14.835	187.490	21.625	306	0	OK	12-11-2025	19:13:17.192	14.835	26.492	OK	12-11-2025	19:13:17.192	14.835	1011	OK
12-11-2025	19:13:22.192	19.835	187.547	21.622	306	-1	OK	12-11-2025	19:13:22.192	19.835	26.491	OK	12-11-2025	19:13:22.192	19.835	1011	OK
12-11-2025	19:13:27.193	24.836	187.646	21.616	306	-1	OK	12-11-2025	19:13:27.193	24.836	26.492	OK	12-11-2025	19:13:27.193	24.836	1011	OK
12-11-2025	19:13:32.192	29.835	187.413	21.630	306	0	OK	12-11-2025	19:13:32.192	29.835	26.490	OK	12-11-2025	19:13:32.192	29.835	1011	OK
12-11-2025	19:13:37.193	34.836	187.621	21.618	306	0	OK	12-11-2025	19:13:37.193	34.836	26.490	OK	12-11-2025	19:13:37.193	34.836	1011	OK
12-11-2025	19:13:42.193	39.836	187.453	21.628	306	-1	OK	12-11-2025	19:13:42.193	39.836	26.489	OK	12-11-2025	19:13:42.193	39.836	1011	OK
12-11-2025	19:13:47.192	44.836	187.527	21.624	306	0	OK	12-11-2025	19:13:47.192	44.836	26.488	OK	12-11-2025	19:13:47.192	44.836	1011	OK
12-11-2025	19:13:52.193	49.836	187.456	21.627	306	0	OK	12-11-2025	19:13:52.193	49.836	26.492	OK	12-11-2025	19:13:52.193	49.836	1011	OK
12-11-2025	19:13:57.192	54.836	187.460	21.627	306	-1	OK	12-11-2025	19:13:57.192	54.836	26.491	OK	12-11-2025	19:13:57.192	54.836	1011	OK
12-11-2025	19:14:02.194	59.837	187.498	21.624	306	0	OK	12-11-2025	19:14:02.194	59.837	26.494	OK	12-11-2025	19:14:02.194	59.837	1011	OK
12-11-2025	19:14:07.195	64.838	187.408	21.630	306	0	OK	12-11-2025	19:14:07.195	64.838	26.491	OK	12-11-2025	19:14:07.195	64.838	1011	OK
12-11-2025	19:14:12.194	69.837	187.534	21.623	306	-1	OK	12-11-2025	19:14:12.194	69.837	26.490	OK	12-11-2025	19:14:12.194	69.837	1011	OK
12-11-2025	19:14:17.194	74.837	187.341	21.635	306	0	OK	12-11-2025	19:14:17.194	74.837	26.487	OK	12-11-2025	19:14:17.194	74.837	1011	OK
12-11-2025	19:14:22.194	79.837	187.363	21.634	306	-1	OK	12-11-2025	19:14:22.194	79.837	26.486	OK	12-11-2025	19:14:22.194	79.837	1011	OK
12-11-2025	19:14:27.195	84.838	187.299	21.638	306	0	OK	12-11-2025	19:14:27.195	84.838	26.485	OK	12-11-2025	19:14:27.195	84.838	1011	OK
12-11-2025	19:14:32.195	89.838	187.297	21.637	306	-1	OK	12-11-2025	19:14:32.195	89.838	26.489	OK	12-11-2025	19:14:32.195	89.838	1011	OK
12-11-2025	19:14:37.193	94.836	187.289	21.638	306	-1	OK	12-11-2025	19:14:37.193	94.836	26.487	OK	12-11-2025	19:14:37.193	94.836	1011	OK
12-11-2025	19:14:42.195	99.838	187.354	21.634	306	-1	OK	12-11-2025	19:14:42.195	99.838	26.488	OK	12-11-2025	19:14:42.195	99.838	1011	OK
12-11-2025	19:14:47.194	104.837	187.280	21.638	306	0	OK	12-11-2025	19:14:47.194	104.837	26.489	OK	12-11-2025	19:14:47.194	104.837	1011	OK
12-11-2025	19:14:52.193	109.836	187.366	21.633	306	0	OK	12-11-2025	19:14:52.193	109.836	26.489	OK	12-11-2025	19:14:52.193	109.836	1011	OK
12-11-2025	19:14:57.194	114.838	187.305	21.636	306	-1	OK	12-11-2025	19:14:57.194	114.838	26.491	OK	12-11-2025	19:14:57.194	114.838	1011	OK
12-11-2025	19:15:02.194	119.838	187.311	21.637	306	-1	OK	12-11-2025	19:15:02.194	119.838	26.486	OK	12-11-2025	19:15:02.194	119.838	1011	OK
12-11-2025	19:15:07.194	124.837	187.163	21.645	306	0	OK	12-11-2025	19:15:07.194	124.837	26.488	OK	12-11-2025	19:15:07.194	124.837	1011	OK
12-11-2025	19:15:12.194	129.837	187.311	21.637	306	0	OK	12-11-2025	19:15:12.194	129.837	26.486	OK	12-11-2025	19:15:12.194	129.837	1011	OK
