seconds,hours,Ch1,Ch2,Ch3,Ch4,Temp
0,0,178.79,217.42,171.76,168.08,21.296
2.1,0.000583333,178.77,217.35,171.73,168.06,21.305
4.24,0.001177778,178.77,217.36,171.71,168.04,21.313
6.31,0.001752778,178.74,217.29,171.66,168.01,21.323
8.39,0.002330556,178.73,217.27,171.64,167.99,21.327
10.46,0.002905556,178.71,217.22,171.63,167.96,21.328
12.54,0.003483333,178.71,217.22,171.59,167.95,21.331
14.64,0.004066667,178.7,217.2,171.57,167.95,21.335
16.73,0.004647222,178.68,217.14,171.56,167.95,21.342
18.81,0.005225,178.66,217.07,171.58,167.91,21.348
20.92,0.005811111,178.65,217.04,171.59,167.89,21.353
23.03,0.006397222,178.64,217.01,171.6,167.86,21.357
25.14,0.006983333,178.64,217,171.61,167.84,21.359
27.21,0.007558333,178.62,217,171.58,167.81,21.364
29.28,0.008133333,178.62,216.98,171.54,167.8,21.368
31.35,0.008708333,178.61,216.97,171.51,167.8,21.373
33.48,0.0093,178.6,216.96,171.54,167.8,21.377
35.57,0.009880556,178.59,216.97,171.55,167.8,21.379
37.64,0.010455556,178.56,216.91,171.53,167.82,21.384
39.72,0.011033333,178.57,216.89,171.51,167.82,21.387
41.78,0.011605556,178.57,216.87,171.5,167.82,21.39
43.85,0.012180556,178.57,216.86,171.51,167.81,21.393
45.92,0.012755556,178.55,216.84,171.49,167.8,21.397
48,0.013333333,178.54,216.82,171.49,167.79,21.401
50.07,0.013908333,178.56,216.85,171.5,167.79,21.401
52.15,0.014486111,178.55,216.85,171.49,167.78,21.406
54.22,0.015061111,178.54,216.84,171.5,167.76,21.41
56.3,0.015638889,178.51,216.81,171.49,167.76,21.414
58.36,0.016211111,178.5,216.79,171.5,167.74,21.415
60.44,0.016788889,178.51,216.77,171.49,167.74,21.417
62.52,0.017366667,178.51,216.72,171.48,167.72,21.421
64.6,0.017944444,178.52,216.72,171.47,167.73,21.423
66.66,0.018516667,178.52,216.69,171.44,167.72,21.429
68.73,0.019091667,178.51,216.69,171.42,167.72,21.434
70.79,0.019663889,178.48,216.65,171.43,167.71,21.437
72.86,0.020238889,178.49,216.67,171.45,167.74,21.437
