seconds,hours,clock,Ch1,Ch2,Ch3,Ch4,Temp
0.0,0.000000000,18:59:43,138.01,175.56,183.31,26.158,26.158
5.0,0.001388889,18:59:48,137.92,175.48,183.25,26.157,26.157
10.0,0.002777778,18:59:53,137.65,175.42,183.16,26.154,26.154
15.0,0.004166667,18:59:58,137.54,175.34,183.11,26.154,26.154
20.0,0.005555556,19:00:03,137.64,175.28,183.08,26.152,26.152
25.0,0.006944444,19:00:08,137.99,175.21,183.06,26.151,26.151
30.0,0.008333333,19:00:13,138.51,175.17,183.0,26.149,26.149
35.0,0.009722222,19:00:18,139.0,175.1,182.93,26.152,26.152
40.0,0.011111111,19:00:23,139.81,175.03,182.88,26.153,26.153
45.0,0.012500000,19:00:28,141.2,174.96,182.83,26.154,26.154
50.0,0.013888889,19:00:33,142.97,174.88,182.8,26.155,26.155
55.0,0.015277778,19:00:38,144.55,174.82,182.72,26.159,26.159
60.0,0.016666667,19:00:43,145.56,174.78,182.64,26.158,26.158
65.0,0.018055556,19:00:48,146.29,174.76,182.55,26.157,26.157
70.0,0.019444444,19:00:53,146.81,174.73,182.5,26.154,26.154
75.0,0.020833333,19:00:58,147.72,174.69,182.43,26.154,26.154
80.0,0.022222222,19:01:03,148.72,174.66,182.36,26.155,26.155
85.0,0.023611111,19:01:08,149.8,174.64,182.3,26.154,26.154
90.0,0.025000000,19:01:13,150.4,174.64,182.26,26.154,26.154
95.0,0.026388889,19:01:18,150.81,174.63,182.2,26.152,26.152
100.0,0.027777778,19:01:23,151.21,174.61,182.16,26.153,26.153
105.0,0.029166667,19:01:28,151.67,174.56,182.11,26.153,26.153
110.0,0.030555556,19:01:33,152.02,174.52,182.06,26.157,26.157
115.0,0.031944444,19:01:38,152.22,174.49,182.01,26.158,26.158
120.0,0.033333333,19:01:43,152.25,174.47,181.95,26.161,26.161
125.0,0.034722222,19:01:48,152.09,174.46,181.91,26.16,26.16
130.0,0.036111111,19:01:53,151.72,174.43,181.86,26.162,26.162
135.0,0.037500000,19:01:58,151.22,174.42,181.82,26.161,26.161
140.0,0.038888889,19:02:03,150.91,174.41,181.79,26.16,26.16
145.0,0.040277778,19:02:08,150.79,174.42,181.75,26.158,26.158
150.0,0.041666667,19:02:13,150.88,174.4,181.73,26.16,26.16
155.0,0.043055556,19:02:18,151.09,174.35,181.68,26.162,26.162
160.0,0.044444444,19:02:23,151.7,174.3,181.63,26.164,26.164
165.0,0.045833333,19:02:28,152.38,174.25,181.54,26.165,26.165
170.0,0.047222222,19:02:33,153.11,174.24,181.48,26.166,26.166
175.0,0.048611111,19:02:38,153.59,174.22,181.45,26.164,26.164
180.0,0.050000000,19:02:43,153.93,174.22,181.44,26.161,26.161
185.0,0.051388889,19:02:48,154.13,174.18,181.37,26.16,26.16
190.0,0.052777778,19:02:53,154.28,174.13,181.35,26.162,26.162
195.0,0.054166667,19:02:58,154.53,174.11,181.32,26.161,26.161
200.0,0.055555556,19:03:03,154.9,174.11,181.31,26.16,26.16
205.0,0.056944444,19:03:08,155.32,174.09,181.27,26.16,26.16
210.0,0.058333333,19:03:13,155.82,174.05,181.24,26.162,26.162
215.0,0.059722222,19:03:18,156.57,174.01,181.23,26.163,26.163
220.0,0.061111111,19:03:23,157.7,174.0,181.23,26.159,26.159
225.0,0.062500000,19:03:28,158.91,173.99,181.18,26.159,26.159
230.0,0.063888889,19:03:33,159.98,173.97,181.15,26.158,26.158
235.0,0.065277778,19:03:38,160.78,173.94,181.09,26.162,26.162
240.0,0.066666667,19:03:43,161.49,173.9,181.09,26.162,26.162
245.0,0.068055556,19:03:48,162.14,173.88,181.07,26.161,26.161
250.0,0.069444444,19:03:53,162.65,173.87,181.04,26.161,26.161
255.0,0.070833333,19:03:58,163.02,173.86,181.03,26.162,26.162
260.0,0.072222222,19:04:03,163.31,173.84,181.0,26.163,26.163
265.0,0.073611111,19:04:08,163.59,173.84,181.01,26.161,26.161
270.0,0.075000000,19:04:13,163.85,173.84,180.97,26.158,26.158
275.0,0.076388889,19:04:18,164.03,173.81,180.96,26.158,26.158
